iter	Logloss
750	0.05047320792
751	0.05040964276
752	0.05029427063
753	0.05022527045
754	0.0502183659
755	0.05014371143
756	0.05004772859
757	0.04996963852
758	0.0498959562
759	0.04988583539
760	0.04978844203
761	0.04969222544
762	0.04962766764
763	0.04955966146
764	0.04949172917
765	0.04943600864
766	0.04936332008
767	0.0493137301
768	0.04923464944
769	0.04916719668
770	0.049076393
771	0.04900501894
772	0.04893885138
773	0.04886378967
774	0.04876758764
775	0.04865919922
776	0.0486459876
777	0.04864041439
778	0.04860204992
779	0.0485738797
780	0.04852472711
781	0.04841967122
782	0.04833719532
783	0.04827001374
784	0.04819286587
785	0.04812161408
786	0.04806469331
787	0.04803012034
788	0.04792107177
789	0.04784969963
790	0.04779370454
791	0.04772551977
792	0.04767489651
793	0.04759139409
794	0.04750677882
795	0.04743851089
796	0.04738484703
797	0.04730973501
798	0.04721789478
799	0.0471239575
800	0.0470882819
801	0.04698624141
802	0.04689651596
803	0.04684129204
804	0.04683616529
805	0.04683117853
806	0.04674900524
807	0.04667346536
808	0.04663496787
809	0.04655619538
810	0.04648210897
811	0.04647409422
812	0.04635181183
813	0.04631289211
814	0.0462085536
815	0.04611945399
816	0.04600548495
817	0.04594221494
818	0.04593547632
819	0.04585934098
820	0.04584500805
821	0.04579611485
822	0.0457450326
823	0.04568116136
824	0.04561171098
825	0.04553934126
826	0.04546206842
827	0.0453942356
828	0.04531509378
829	0.04527702463
830	0.04520511616
831	0.04516553268
832	0.04516074518
833	0.04510007674
834	0.04501529777
835	0.04492743349
836	0.04487948438
837	0.04481992461
838	0.04477423353
839	0.04476847598
840	0.04467106236
841	0.0445898832
842	0.0445365065
843	0.04445411204
844	0.04444399857
845	0.04439569411
846	0.0443029684
847	0.04424650702
848	0.04423814917
849	0.04418794267
850	0.04416240106
851	0.04407834659
852	0.04402207324
853	0.04395541149
854	0.04386546135
855	0.04377795829
856	0.04373543505
857	0.04366016631
858	0.04360255954
859	0.04354808424
860	0.04349419555
861	0.04342974472
862	0.04339893925
863	0.04335788252
864	0.04329364029
865	0.04322664807
866	0.04314995414
867	0.04308044115
868	0.04300481103
869	0.04299952195
870	0.04292266225
871	0.04287627361
872	0.04287181806
873	0.04283038302
874	0.04279006516
875	0.04270944661
876	0.04270195553
877	0.04263482741
878	0.04253010703
879	0.04244218932
880	0.04240051097
881	0.04236808088
882	0.04236169635
883	0.04231066033
884	0.04226006515
885	0.04218581805
886	0.04212623239
887	0.04207693556
888	0.04201156678
889	0.04200659482
890	0.04195270776
891	0.04190171207
892	0.0418540527
893	0.04177198854
894	0.0416903424
895	0.04164141842
896	0.04163588586
897	0.04155692858
898	0.04152290553
899	0.04146000771
900	0.0413851799
901	0.04133788384
902	0.04130064209
903	0.0412377296
904	0.04118562042
905	0.04118203533
906	0.04107679726
907	0.04098912643
908	0.04097765568
909	0.0409254061
910	0.04092130099
911	0.04089942494
912	0.04081286253
913	0.0407482573
914	0.04068212301
915	0.04060394779
916	0.0405993263
917	0.04052575639
918	0.04046549752
919	0.04046095345
920	0.04040571653
921	0.04034772047
922	0.04028436517
923	0.04022873945
924	0.04022477446
925	0.04021996241
926	0.04014521602
927	0.0401407826
928	0.0401054944
929	0.04003690538
930	0.03997183503
931	0.03996712867
932	0.03994416467
933	0.03986093107
934	0.03985660092
935	0.03981766086
936	0.0397518497
937	0.0397486298
938	0.0397227501
939	0.0396909138
940	0.03963240896
941	0.03962821901
942	0.03962457117
943	0.03956396203
944	0.03954475144
945	0.0395269953
946	0.03946868044
947	0.03940170854
948	0.0393285613
949	0.03928052585
950	0.03922716583
951	0.03916140207
952	0.03911313276
953	0.03906160589
954	0.03900301654
955	0.03894496507
956	0.03891251647
957	0.03883077111
958	0.03878546668
959	0.0387500275
960	0.03869567727
961	0.03862429984
962	0.03855092909
963	0.03849183214
964	0.0384340094
965	0.03841449042
966	0.03841110818
967	0.03834364637
968	0.03828294145
969	0.03822157061
970	0.03816172266
971	0.03813285599
972	0.03810003325
973	0.0380569991
974	0.03799648741
975	0.03797456402
976	0.03791948911
977	0.03785373116
978	0.03779608201
979	0.03775162199
980	0.03768366753
981	0.03763590899
982	0.03759834994
983	0.03754203803
984	0.0374912308
985	0.03743099205
986	0.03742621192
987	0.03742181543
988	0.03737168138
989	0.03736492432
990	0.03732739884
991	0.03724417457
992	0.03719910043
993	0.03716352433
994	0.03713220465
995	0.03711328668
996	0.03706953736
997	0.03701394276
998	0.03700847295
999	0.03695100448
